id,timestamp,status,file_path_1,file_path_2,count_bbox
474,2024-10-06 01:49:14,incomplete,/usr/local/spark/assets/cam01/cam_120241006_014914.jpg,/usr/local/spark/assets/cam02/cam_220241006_014915.jpg,1
475,2024-10-06 01:52:15,incomplete,/usr/local/spark/assets/cam01/cam_120241006_015215.jpg,/usr/local/spark/assets/cam02/cam_220241006_015216.jpg,0
476,2024-10-06 01:55:16,incomplete,/usr/local/spark/assets/cam01/cam_120241006_015516.jpg,/usr/local/spark/assets/cam02/cam_220241006_015517.jpg,1
477,2024-10-06 01:58:17,incomplete,/usr/local/spark/assets/cam01/cam_120241006_015817.jpg,/usr/local/spark/assets/cam02/cam_220241006_015818.jpg,1
478,2024-10-06 02:01:18,incomplete,/usr/local/spark/assets/cam01/cam_120241006_020118.jpg,/usr/local/spark/assets/cam02/cam_220241006_020119.jpg,1
479,2024-10-06 02:04:20,incomplete,/usr/local/spark/assets/cam01/cam_120241006_020420.jpg,/usr/local/spark/assets/cam02/cam_220241006_020420.jpg,0
480,2024-10-06 02:07:21,incomplete,/usr/local/spark/assets/cam01/cam_120241006_020721.jpg,/usr/local/spark/assets/cam02/cam_220241006_020721.jpg,0
481,2024-10-06 02:10:22,incomplete,/usr/local/spark/assets/cam01/cam_120241006_021022.jpg,/usr/local/spark/assets/cam02/cam_220241006_021022.jpg,1
482,2024-10-06 02:13:23,incomplete,/usr/local/spark/assets/cam01/cam_120241006_021323.jpg,/usr/local/spark/assets/cam02/cam_220241006_021323.jpg,1
483,2024-10-06 02:16:24,incomplete,/usr/local/spark/assets/cam01/cam_120241006_021624.jpg,/usr/local/spark/assets/cam02/cam_220241006_021624.jpg,1
484,2024-10-06 02:19:25,incomplete,/usr/local/spark/assets/cam01/cam_120241006_021925.jpg,/usr/local/spark/assets/cam02/cam_220241006_021925.jpg,0
485,2024-10-06 02:22:26,incomplete,/usr/local/spark/assets/cam01/cam_120241006_022226.jpg,/usr/local/spark/assets/cam02/cam_220241006_022226.jpg,1
486,2024-10-06 02:25:27,incomplete,/usr/local/spark/assets/cam01/cam_120241006_022527.jpg,/usr/local/spark/assets/cam02/cam_220241006_022527.jpg,1
487,2024-10-06 02:28:28,incomplete,/usr/local/spark/assets/cam01/cam_120241006_022828.jpg,/usr/local/spark/assets/cam02/cam_220241006_022828.jpg,1
488,2024-10-06 02:31:29,incomplete,/usr/local/spark/assets/cam01/cam_120241006_023129.jpg,/usr/local/spark/assets/cam02/cam_220241006_023130.jpg,1
489,2024-10-06 02:34:30,incomplete,/usr/local/spark/assets/cam01/cam_120241006_023430.jpg,/usr/local/spark/assets/cam02/cam_220241006_023431.jpg,1
490,2024-10-06 02:37:31,incomplete,/usr/local/spark/assets/cam01/cam_120241006_023731.jpg,/usr/local/spark/assets/cam02/cam_220241006_023732.jpg,0
491,2024-10-06 02:40:33,incomplete,/usr/local/spark/assets/cam01/cam_120241006_024033.jpg,/usr/local/spark/assets/cam02/cam_220241006_024033.jpg,1
492,2024-10-06 02:43:34,incomplete,/usr/local/spark/assets/cam01/cam_120241006_024334.jpg,/usr/local/spark/assets/cam02/cam_220241006_024334.jpg,0
494,2024-10-06 02:49:36,incomplete,/usr/local/spark/assets/cam01/cam_120241006_024936.jpg,/usr/local/spark/assets/cam02/cam_220241006_024936.jpg,1
495,2024-10-06 02:52:37,incomplete,/usr/local/spark/assets/cam01/cam_120241006_025237.jpg,/usr/local/spark/assets/cam02/cam_220241006_025237.jpg,1
496,2024-10-06 02:55:38,incomplete,/usr/local/spark/assets/cam01/cam_120241006_025538.jpg,/usr/local/spark/assets/cam02/cam_220241006_025539.jpg,1
497,2024-10-06 02:58:39,incomplete,/usr/local/spark/assets/cam01/cam_120241006_025839.jpg,/usr/local/spark/assets/cam02/cam_220241006_025840.jpg,1
498,2024-10-06 03:01:40,incomplete,/usr/local/spark/assets/cam01/cam_120241006_030140.jpg,/usr/local/spark/assets/cam02/cam_220241006_030141.jpg,1
499,2024-10-06 03:04:41,incomplete,/usr/local/spark/assets/cam01/cam_120241006_030441.jpg,/usr/local/spark/assets/cam02/cam_220241006_030442.jpg,0
500,2024-10-06 03:07:42,incomplete,/usr/local/spark/assets/cam01/cam_120241006_030742.jpg,/usr/local/spark/assets/cam02/cam_220241006_030743.jpg,0
501,2024-10-06 03:10:43,incomplete,/usr/local/spark/assets/cam01/cam_120241006_031043.jpg,/usr/local/spark/assets/cam02/cam_220241006_031044.jpg,1
502,2024-10-06 03:13:44,incomplete,/usr/local/spark/assets/cam01/cam_120241006_031344.jpg,/usr/local/spark/assets/cam02/cam_220241006_031345.jpg,0
503,2024-10-06 03:16:45,incomplete,/usr/local/spark/assets/cam01/cam_120241006_031645.jpg,/usr/local/spark/assets/cam02/cam_220241006_031646.jpg,1
